Order_ID,Order_Date,Customer_ID,Customer_Name,Product,Category,Quantity,Price,City,Payment_Method
1079,2025-06-17,1028,Rohit,Office Chair,Furniture,3,6839.6,Pune,Debit Card
1080,2025-08-04,1033,Karthik,Notebook,Stationery,1,125.98,Chennai,Debit Card
1081,2025-04-25,1084,Karthik,T-Shirt,Fashion,1,945.76,Mumbai,Credit Card
1082,2025-01-11,1080,Rahul,Keyboard,Electronics,2,1193.65,Bengaluru,Credit Card
1083,2025-08-27,1090,Vikram,T-Shirt,Fashion,3,840.2,Bengaluru,Credit Card
1084,2025-06-09,1014,Akash,Laptop,Electronics,3,55833.76,Pune,Cash
1085,2025-04-12,1010,Akash,Shoes,Fashion,2,2945.22,Delhi,UPI
1086,2025-10-17,1006,Nisha,Pen Pack,Stationery,4,82.58,Bengaluru,Debit Card
1087,2025-01-07,1054,Aisha,Smartphone,Electronics,4,27303.94,Kochi,Credit Card
1088,2025-08-11,1023,Manoj,Water Bottle,Accessories,3,460.43,Kochi,Cash
1089,2025-08-12,1094,Akash,Mouse,Electronics,3,856.27,Bengaluru,Debit Card
1090,2025-08-19,1032,Rohit,Backpack,Accessories,5,1860.55,Coimbatore,UPI
1091,2025-09-11,1042,Sneha,Notebook,Stationery,2,116.52,Delhi,Debit Card
1092,2025-05-24,1077,Vikram,Pen Pack,Stationery,1,80.27,Mumbai,UPI
1093,2025-05-04,1093,Kavya,Notebook,Stationery,5,126.2,Kochi,Cash
1094,2025-08-18,1003,Karthik,Mouse,Electronics,2,784.7,Mumbai,Debit Card
1095,2025-12-06,1075,Nisha,Notebook,Stationery,5,120.74,Pune,Debit Card
1096,2025-06-30,1090,Rohit,Mouse,Electronics,3,760.22,Bengaluru,Credit Card
1097,2025-06-11,1016,Divya,T-Shirt,Fashion,2,844.48,Kochi,Debit Card
1098,2025-10-29,1098,Manoj,Backpack,Accessories,3,1972.98,Mumbai,Debit Card
1099,2025-04-27,1047,Sneha,Mouse,Electronics,1,833.28,Hyderabad,Debit Card
1100,2025-01-24,1007,Divya,Mouse,Electronics,2,822.06,Kochi,UPI
1101,2025-01-07,1074,Ananya,Notebook,Stationery,4,118.57,Hyderabad,UPI
1102,2025-05-10,1062,Meera,Jeans,Fashion,1,1764.25,Bengaluru,UPI
1103,2025-03-19,1020,Akash,Mouse,Electronics,1,879.03,Bengaluru,Cash
1104,2025-11-07,1077,Keerthi,Keyboard,Electronics,5,1171.29,Kochi,Debit Card
1105,2025-10-29,1055,Ananya,Backpack,Accessories,5,1641.68,Bengaluru,Credit Card
1106,2025-11-17,1028,Vikram,Water Bottle,Accessories,1,419.14,Hyderabad,UPI
1107,2025-03-22,1001,Kavya,Notebook,Stationery,5,119.28,Chennai,Credit Card
1108,2025-05-28,1091,Ananya,Shoes,Fashion,4,2925.56,Mumbai,Debit Card
1109,2025-11-17,1076,Arjun,Study Table,Furniture,1,8575.76,Hyderabad,Debit Card
1110,2025-03-14,1010,Diya,Headphones,Electronics,3,2547.52,Delhi,Cash
1111,2025-03-05,1060,Ananya,Shoes,Fashion,4,3483.31,Kochi,Cash
1112,2025-02-11,1077,Diya,Coffee Mug,Home,4,366.42,Delhi,UPI
1113,2025-02-16,1030,Akash,Backpack,Accessories,1,1979.85,Delhi,UPI
1114,2025-03-31,1061,Manoj,Water Bottle,Accessories,4,487.45,Hyderabad,Cash
1115,2025-11-22,1063,Karthik,Notebook,Stationery,3,117.8,Coimbatore,UPI
1116,2025-03-24,1043,Kavya,Shoes,Fashion,4,3064.46,Pune,UPI
1117,2025-08-21,1012,Sanjay,Mouse,Electronics,3,738.55,Pune,UPI
1118,2025-12-03,1070,Rohit,Study Table,Furniture,1,7968.89,Coimbatore,Cash
1119,2025-11-17,1057,Diya,Keyboard,Electronics,3,1211.81,Delhi,Cash
1120,2025-12-24,1063,Meera,Laptop,Electronics,5,58292.45,Hyderabad,Debit Card
1121,2025-10-10,1002,Divya,Study Table,Furniture,1,8031.99,Bengaluru,Cash
1122,2025-03-02,1083,Rahul,Notebook,Stationery,3,120.21,Delhi,Cash
1123,2025-09-05,1061,Priya,Notebook,Stationery,5,111.47,Mumbai,Credit Card
1124,2025-02-05,1036,Kavya,Office Chair,Furniture,5,6197.32,Chennai,Debit Card
1125,2025-06-02,1076,Akash,Water Bottle,Accessories,4,482.87,Kochi,Cash
1126,2025-06-26,1043,Divya,T-Shirt,Fashion,5,877.9,Coimbatore,Credit Card
1127,2025-12-24,1031,Akash,Study Table,Furniture,2,9105.22,Pune,UPI
1128,2025-06-12,1096,Aisha,Shoes,Fashion,4,3127.09,Hyderabad,Cash
1129,2025-01-19,1017,Manoj,Backpack,Accessories,3,1933.09,Kochi,UPI
1130,2025-09-27,1059,Aarav,Shoes,Fashion,2,3142.39,Hyderabad,UPI
1131,2025-08-29,1034,Sanjay,Backpack,Accessories,4,1853.94,Coimbatore,Cash
1132,2025-06-12,1081,Aisha,Jeans,Fashion,5,1632.92,Bengaluru,Credit Card
1133,2025-11-20,1088,Ananya,Keyboard,Electronics,1,1184.15,Bengaluru,UPI
1134,2025-08-16,1022,Ananya,Coffee Mug,Home,1,318.22,Chennai,Debit Card
1135,2025-07-03,1048,Kavya,Headphones,Electronics,2,2515.58,Hyderabad,Credit Card
1136,2025-03-31,1011,Keerthi,Jeans,Fashion,4,1843.1,Mumbai,Cash
1137,2025-10-26,1019,Priya,Notebook,Stationery,3,119.03,Chennai,Cash
1138,2025-05-28,1087,Divya,Headphones,Electronics,1,2470.86,Coimbatore,Debit Card
1139,2025-11-24,1055,Vikram,Notebook,Stationery,3,112.78,Pune,Cash
1140,2025-02-24,1031,Harish,Backpack,Accessories,3,1826.93,Delhi,UPI
1141,2025-12-04,1051,Vikram,Laptop,Electronics,5,59015.74,Chennai,Cash
1142,2025-05-27,1100,Priya,Backpack,Accessories,3,1698.84,Mumbai,Debit Card
1143,2025-12-14,1097,Rahul,Water Bottle,Accessories,1,486.31,Chennai,Debit Card
1144,2025-08-14,1005,Akash,Office Chair,Furniture,2,5967.17,Delhi,Debit Card
1145,2025-08-01,1023,Arjun,Headphones,Electronics,5,2688.23,Coimbatore,Debit Card
1146,2025-03-26,1033,Aisha,T-Shirt,Fashion,3,944.38,Coimbatore,UPI
1147,2025-08-28,1010,Rahul,T-Shirt,Fashion,2,964.83,Pune,Debit Card
1148,2025-02-16,1051,Aarav,Mouse,Electronics,5,739.77,Coimbatore,Debit Card
1149,2025-10-27,1049,Nisha,Smartphone,Electronics,2,24857.38,Coimbatore,Credit Card
1150,2025-11-28,1009,Rohit,Coffee Mug,Home,3,360.45,Bengaluru,Credit Card
1151,2025-01-24,1005,Ananya,Notebook,Stationery,1,110.33,Hyderabad,Cash
1152,2025-08-21,1048,Divya,Study Table,Furniture,5,8911.86,Hyderabad,Cash
1153,2025-12-02,1013,Aisha,Backpack,Accessories,4,1958.06,Delhi,UPI
1154,2025-12-20,1048,Arjun,Notebook,Stationery,4,130.81,Coimbatore,UPI
1155,2025-12-18,1048,Divya,Coffee Mug,Home,3,319.24,Delhi,Credit Card
1156,2025-03-04,1059,Karthik,Water Bottle,Accessories,2,462.75,Chennai,UPI
1157,2025-06-20,1032,Rahul,T-Shirt,Fashion,5,846.94,Mumbai,Credit Card
1158,2025-04-30,1043,Rahul,T-Shirt,Fashion,5,810.51,Hyderabad,Credit Card
1159,2025-10-04,1033,Sneha,Smartphone,Electronics,1,23159.02,Coimbatore,Credit Card
1160,2025-10-29,1042,Aarav,Headphones,Electronics,3,2276.2,Pune,UPI
1161,2025-02-02,1061,Rohit,T-Shirt,Fashion,3,902.38,Bengaluru,Cash
1162,2025-09-15,1029,Keerthi,Laptop,Electronics,5,52817.93,Chennai,UPI
1163,2025-09-03,1052,Kavya,Water Bottle,Accessories,1,449.12,Kochi,UPI
1164,2025-02-11,1042,Keerthi,Headphones,Electronics,1,2313.1,Coimbatore,Cash
1165,2025-11-02,1068,Ananya,Notebook,Stationery,5,122.53,Bengaluru,UPI
1166,2025-12-02,1084,Divya,Shoes,Fashion,2,3155.24,Mumbai,Cash
1167,2025-06-23,1059,Harish,Study Table,Furniture,1,8181.33,Coimbatore,Debit Card
1168,2025-07-11,1020,Aisha,Smartphone,Electronics,1,26658.86,Bengaluru,Cash
1169,2025-02-19,1096,Nisha,T-Shirt,Fashion,2,910.15,Coimbatore,UPI
1170,2025-07-30,1046,Kavya,Jeans,Fashion,1,1968.62,Delhi,Debit Card
1171,2025-02-23,1074,Manoj,Keyboard,Electronics,2,1237.62,Mumbai,UPI
1172,2025-06-29,1072,Nisha,Smartphone,Electronics,3,25370.5,Pune,UPI
1173,2025-11-08,1085,Vikram,Laptop,Electronics,2,52505.97,Delhi,Debit Card
1174,2025-06-29,1001,Sneha,Jeans,Fashion,2,1823.88,Pune,UPI
1175,2025-03-14,1095,Aarav,Smartphone,Electronics,5,23575.66,Pune,Cash
1176,2025-06-24,1021,Nisha,Mouse,Electronics,3,844.29,Bengaluru,UPI
1177,2025-03-21,1021,Keerthi,Laptop,Electronics,1,52493.13,Pune,Cash
1178,2025-11-07,1057,Kavya,Mouse,Electronics,2,840.79,Bengaluru,Debit Card
1179,2025-08-09,1015,Ananya,Water Bottle,Accessories,5,448.8,Delhi,UPI
1180,2025-04-23,1051,Keerthi,Laptop,Electronics,1,51748.65,Mumbai,Credit Card
1181,2025-05-11,1038,Sanjay,Smartphone,Electronics,1,24986.93,Pune,Credit Card
1182,2025-03-08,1049,Divya,Shoes,Fashion,2,3200.17,Coimbatore,UPI
1183,2025-07-23,1095,Diya,Study Table,Furniture,1,8431.58,Bengaluru,Debit Card
1184,2025-10-22,1055,Akash,Study Table,Furniture,4,8142.18,Pune,UPI
1185,2025-06-16,1022,Keerthi,Notebook,Stationery,3,110.12,Bengaluru,Credit Card
1186,2025-08-12,1076,Harish,Pen Pack,Stationery,1,78.33,Delhi,Debit Card
1187,2025-04-24,1043,Sneha,Smartphone,Electronics,5,25666.12,Mumbai,Debit Card
1188,2025-06-29,1094,Rahul,Keyboard,Electronics,1,1115.15,Mumbai,Credit Card
1189,2025-11-05,1020,Karthik,Headphones,Electronics,4,2481.98,Kochi,Debit Card
1190,2025-11-18,1041,Rahul,Notebook,Stationery,1,119.25,Delhi,Debit Card
1191,2025-10-30,1008,Nisha,Pen Pack,Stationery,1,76.97,Kochi,UPI
1192,2025-01-30,1048,Ananya,Smartphone,Electronics,1,25575.04,Pune,Cash
1193,2025-10-25,1071,Diya,Notebook,Stationery,5,123.64,Coimbatore,Cash
1194,2025-09-14,1020,Diya,Notebook,Stationery,1,127.46,Coimbatore,UPI
1195,2025-09-16,1083,Sneha,Laptop,Electronics,2,57283.84,Kochi,Credit Card
1196,2025-07-06,1048,Ananya,Study Table,Furniture,4,8966.59,Chennai,Debit Card
1197,2025-02-03,1043,Meera,Pen Pack,Stationery,4,76.55,Hyderabad,Debit Card
1198,2025-02-11,1075,Rahul,Coffee Mug,Home,3,336.72,Pune,Credit Card
1199,2025-11-01,1091,Karthik,Mouse,Electronics,5,780.27,Coimbatore,Credit Card
1200,2025-12-10,1090,Manoj,Smartphone,Electronics,4,25042.44,Chennai,Debit Card
1201,2025-06-08,1024,Arjun,Office Chair,Furniture,4,6099.61,Hyderabad,Credit Card
1202,2025-02-09,1038,Meera,Pen Pack,Stationery,5,85.36,Chennai,Debit Card
1203,2025-11-13,1017,Keerthi,Study Table,Furniture,2,7925.82,Hyderabad,Cash
1204,2025-01-23,1053,Nisha,Water Bottle,Accessories,2,492.26,Delhi,Cash
1205,2025-04-30,1069,Priya,Mouse,Electronics,4,864.64,Mumbai,Debit Card
1206,2025-12-14,1074,Rohit,Notebook,Stationery,3,126.67,Pune,Credit Card
1207,2025-04-13,1078,Rahul,Jeans,Fashion,3,1638.78,Kochi,Debit Card
1208,2025-10-11,1014,Manoj,Jeans,Fashion,1,1722.62,Hyderabad,Debit Card
1209,2025-08-19,1066,Rahul,Jeans,Fashion,4,1653.02,Mumbai,Cash
1210,2025-06-28,1004,Kavya,Laptop,Electronics,4,55022.08,Mumbai,Cash
1211,2025-02-11,1048,Priya,Laptop,Electronics,3,59739.08,Coimbatore,Credit Card
1212,2025-03-12,1005,Ananya,Coffee Mug,Home,4,363.73,Hyderabad,Cash
1213,2025-08-18,1079,Aarav,Coffee Mug,Home,1,316.33,Mumbai,Credit Card
1214,2025-10-08,1094,Keerthi,Pen Pack,Stationery,4,73.78,Delhi,Credit Card
1215,2025-06-04,1016,Diya,Keyboard,Electronics,4,1233.35,Kochi,UPI
1216,2025-02-26,1064,Keerthi,Pen Pack,Stationery,1,82.11,Mumbai,Credit Card
1217,2025-05-30,1055,Aarav,Backpack,Accessories,3,1706.6,Pune,Credit Card
1218,2025-12-07,1086,Karthik,Pen Pack,Stationery,3,73.08,Chennai,Cash
1219,2025-08-29,1006,Harish,Office Chair,Furniture,3,6821.51,Coimbatore,UPI
1220,2025-06-26,1031,Meera,T-Shirt,Fashion,5,942.33,Coimbatore,Credit Card
1221,2025-01-23,1046,Divya,Office Chair,Furniture,2,6929.5,Kochi,Cash
1222,2025-11-20,1024,Rahul,Smartphone,Electronics,4,22684.92,Mumbai,UPI
1223,2025-04-13,1006,Sanjay,Coffee Mug,Home,3,351.08,Kochi,Debit Card
1224,2025-01-19,1097,Arjun,Mouse,Electronics,3,857.94,Chennai,Debit Card
1225,2025-05-20,1016,Nisha,Study Table,Furniture,4,8913.62,Pune,Debit Card
1226,2025-04-06,1064,Aisha,Office Chair,Furniture,5,6196.74,Bengaluru,Cash
1227,2025-02-10,1056,Keerthi,Jeans,Fashion,2,1816.37,Coimbatore,UPI
1228,2025-02-10,1042,Ananya,Mouse,Electronics,4,816.42,Pune,Credit Card
1229,2025-12-20,1057,Nisha,Notebook,Stationery,1,125.44,Coimbatore,Cash
1230,2025-05-21,1082,Diya,Smartphone,Electronics,4,24316.56,Hyderabad,UPI
1231,2025-03-15,1078,Rohit,Laptop,Electronics,2,50239.57,Coimbatore,Debit Card
1232,2025-07-16,1073,Diya,Backpack,Accessories,2,1864.46,Coimbatore,Debit Card
1233,2025-08-16,1098,Karthik,Backpack,Accessories,2,1810.61,Pune,Debit Card
1234,2025-11-29,1036,Priya,Smartphone,Electronics,1,26178.37,Kochi,Cash
1235,2025-10-15,1016,Vikram,T-Shirt,Fashion,3,936.73,Mumbai,Debit Card
1236,2025-12-22,1063,Arjun,Smartphone,Electronics,2,26764.13,Kochi,Credit Card
1237,2025-08-16,1012,Sanjay,Water Bottle,Accessories,3,468.86,Delhi,Debit Card
1238,2025-03-22,1092,Sneha,T-Shirt,Fashion,3,901.58,Bengaluru,Credit Card
1239,2025-03-13,1031,Aisha,Laptop,Electronics,3,55594.24,Coimbatore,Cash
1240,2025-10-10,1017,Keerthi,Coffee Mug,Home,1,319.6,Pune,Cash
1241,2025-09-27,1053,Kavya,Jeans,Fashion,5,1646.55,Coimbatore,UPI
1242,2025-08-19,1060,Manoj,Office Chair,Furniture,2,6991.35,Hyderabad,Credit Card
1243,2025-08-10,1065,Diya,Jeans,Fashion,1,1806.52,Delhi,Credit Card
1244,2025-03-24,1042,Priya,Office Chair,Furniture,5,7013.4,Bengaluru,Debit Card
1245,2025-04-11,1082,Divya,Mouse,Electronics,2,820,Bengaluru,Credit Card
1246,2025-10-31,1075,Rahul,Headphones,Electronics,5,2610.32,Coimbatore,UPI
1247,2025-01-15,1011,Diya,Water Bottle,Accessories,5,428.82,Mumbai,Cash
1248,2025-11-13,1082,Aarav,Notebook,Stationery,5,114.95,Delhi,Cash
1249,2025-05-06,1088,Harish,Mouse,Electronics,4,731.68,Chennai,Credit Card
1250,2025-08-14,1054,Aisha,Notebook,Stationery,2,116.16,Hyderabad,Debit Card
1251,2025-06-13,1094,Nisha,Study Table,Furniture,2,8943.13,Bengaluru,Debit Card
1252,2025-05-04,1060,Meera,Mouse,Electronics,4,759.67,Bengaluru,UPI
1253,2025-05-29,1050,Keerthi,Study Table,Furniture,2,9286.57,Hyderabad,Debit Card
1254,2025-10-23,1093,Sanjay,Keyboard,Electronics,2,1199.58,Kochi,Cash
1255,2025-06-07,1064,Aarav,Smartphone,Electronics,4,25027.22,Mumbai,Credit Card
1256,2025-10-26,1046,Diya,Laptop,Electronics,3,54943.84,Kochi,Debit Card
1257,2025-10-02,1002,Meera,Study Table,Furniture,2,9150.17,Coimbatore,Cash
1258,2025-07-07,1006,Harish,Laptop,Electronics,5,55679.99,Coimbatore,Debit Card
1259,2025-02-07,1050,Manoj,Notebook,Stationery,5,114.71,Bengaluru,Credit Card
1260,2025-02-19,1051,Nisha,T-Shirt,Fashion,3,910.41,Coimbatore,Credit Card
1261,2025-04-12,1078,Manoj,Study Table,Furniture,5,7718.43,Chennai,Credit Card
1262,2025-06-20,1061,Manoj,Notebook,Stationery,2,122.55,Hyderabad,Debit Card
1263,2025-11-10,1041,Sneha,Study Table,Furniture,5,8906.84,Delhi,Debit Card
1264,2025-09-17,1066,Divya,Notebook,Stationery,5,115.19,Chennai,Debit Card
1265,2025-06-19,1087,Meera,Study Table,Furniture,5,8173.05,Chennai,Cash
1266,2025-05-16,1084,Akash,Backpack,Accessories,2,1879.7,Kochi,Credit Card
1267,2025-09-26,1081,Keerthi,T-Shirt,Fashion,4,836.6,Mumbai,UPI
1268,2025-10-21,1090,Meera,Keyboard,Electronics,1,1185.85,Pune,Credit Card
1269,2025-07-31,1089,Arjun,Study Table,Furniture,5,8967.45,Kochi,UPI
1270,2025-12-28,1018,Manoj,Keyboard,Electronics,5,1158.01,Kochi,Cash
1271,2025-06-10,1023,Rohit,Coffee Mug,Home,5,338.96,Coimbatore,Debit Card
1272,2025-11-09,1062,Arjun,Keyboard,Electronics,3,1213.94,Mumbai,Debit Card
1273,2025-05-28,1091,Arjun,Shoes,Fashion,4,3082.91,Coimbatore,Debit Card
1274,2025-05-28,1016,Akash,Water Bottle,Accessories,5,439.17,Pune,Debit Card
1275,2025-03-16,1038,Diya,Mouse,Electronics,1,775.42,Kochi,Debit Card
1276,2025-09-03,1028,Arjun,Jeans,Fashion,5,1717.61,Delhi,Credit Card
1277,2025-02-25,1079,Akash,Keyboard,Electronics,2,1092.18,Mumbai,Credit Card
1278,2025-01-27,1013,Kavya,Office Chair,Furniture,4,5980.71,Hyderabad,UPI
1279,2025-10-09,1021,Kavya,Water Bottle,Accessories,4,447.97,Mumbai,Debit Card
1280,2025-06-14,1037,Diya,Coffee Mug,Home,1,360.66,Mumbai,UPI
1281,2025-03-31,1054,Sneha,Coffee Mug,Home,1,384.8,Pune,Cash
1282,2025-04-06,1096,Ananya,Coffee Mug,Home,1,315.65,Bengaluru,Debit Card
1283,2025-05-26,1059,Divya,Pen Pack,Stationery,4,86.23,Hyderabad,Cash
1284,2025-05-20,1025,Meera,Office Chair,Furniture,2,6800.46,Delhi,Credit Card
1285,2025-01-08,1095,Sanjay,T-Shirt,Fashion,3,912.2,Mumbai,Credit Card
1286,2025-11-09,1082,Harish,Jeans,Fashion,4,1805.5,Bengaluru,Cash
1287,2025-12-09,1013,Sneha,Headphones,Electronics,4,2411.8,Mumbai,UPI
1288,2025-05-14,1050,Priya,Notebook,Stationery,3,130.9,Delhi,UPI
1289,2025-05-14,1084,Nisha,Shoes,Fashion,2,2919.76,Bengaluru,Cash
1290,2025-06-07,1021,Harish,Water Bottle,Accessories,5,488.08,Delhi,UPI
1291,2025-11-24,1038,Nisha,Backpack,Accessories,2,1698.89,Hyderabad,Cash
1292,2025-03-20,1059,Keerthi,Office Chair,Furniture,4,6762.52,Kochi,Credit Card
1293,2025-05-07,1088,Keerthi,Jeans,Fashion,1,1809.18,Coimbatore,UPI
1294,2025-10-16,1015,Diya,Jeans,Fashion,5,1945.04,Mumbai,Credit Card
1295,2025-03-26,1042,Manoj,Notebook,Stationery,1,124.33,Kochi,UPI
1296,2025-09-19,1058,Diya,Notebook,Stationery,2,120.32,Kochi,UPI
1297,2025-10-14,1060,Ananya,Shoes,Fashion,1,3133.41,Chennai,Credit Card
1298,2025-10-24,1010,Diya,Study Table,Furniture,3,8840.65,Chennai,UPI
1299,2025-08-30,1005,Ananya,Study Table,Furniture,2,8957.25,Pune,Debit Card
1300,2025-07-15,1058,Harish,Study Table,Furniture,1,8810.64,Hyderabad,Debit Card
1301,2025-03-02,1023,Divya,Study Table,Furniture,5,7866.49,Mumbai,UPI
1302,2025-01-12,1039,Rohit,Water Bottle,Accessories,5,443.17,Pune,Credit Card
